# DANE SYNTETYCZNE do nauki (wygenerowane, z wszczepionym profilem dnia).
# To NIE sa notowania zadnego brokera. Na realne dane: eksport z MT5.
czas,open,high,low,close
2026-01-06 12:00,1.09027,1.09078,1.09021,1.09065
2026-01-06 13:00,1.09065,1.09117,1.08999,1.09022
2026-01-06 14:00,1.09022,1.09221,1.09001,1.09193
2026-01-06 15:00,1.09193,1.09203,1.08955,1.08987
2026-01-06 16:00,1.08987,1.09006,1.08976,1.0899
2026-01-06 17:00,1.0899,1.09035,1.08988,1.09023
2026-01-06 18:00,1.09023,1.09054,1.09011,1.09032
2026-01-06 19:00,1.09032,1.09052,1.09019,1.09027
2026-01-06 20:00,1.09027,1.0905,1.09023,1.09046
2026-01-06 21:00,1.09046,1.0905,1.09014,1.09042
2026-01-06 22:00,1.09042,1.09053,1.09038,1.09041
2026-01-06 23:00,1.09041,1.09064,1.0904,1.0905
2026-01-07 00:00,1.0905,1.09051,1.09037,1.09038
2026-01-07 01:00,1.09038,1.09044,1.09023,1.0903
2026-01-07 02:00,1.0903,1.09038,1.09025,1.09036
2026-01-07 03:00,1.09036,1.09042,1.09025,1.09036
2026-01-07 04:00,1.09036,1.09041,1.09035,1.0904
2026-01-07 05:00,1.0904,1.09064,1.09036,1.09058
2026-01-07 06:00,1.09058,1.0907,1.09047,1.09048
2026-01-07 07:00,1.09048,1.09057,1.09011,1.09052
2026-01-07 08:00,1.09052,1.09072,1.08998,1.0901
2026-01-07 09:00,1.0901,1.09033,1.08978,1.09029
2026-01-07 10:00,1.09029,1.0905,1.08998,1.09028
2026-01-07 11:00,1.09028,1.09032,1.08988,1.08992
2026-01-07 12:00,1.08992,1.08993,1.08957,1.08962
2026-01-07 13:00,1.08962,1.09004,1.08927,1.08933
2026-01-07 14:00,1.08933,1.08979,1.0893,1.08968
2026-01-07 15:00,1.08968,1.08975,1.08904,1.08929
2026-01-07 16:00,1.08929,1.09043,1.08893,1.09009
2026-01-07 17:00,1.09009,1.09016,1.08982,1.08991
2026-01-07 18:00,1.08991,1.09005,1.08971,1.0898
2026-01-07 19:00,1.0898,1.08988,1.08937,1.08948
2026-01-07 20:00,1.08948,1.08968,1.08936,1.08966
2026-01-07 21:00,1.08966,1.08968,1.08941,1.08943
2026-01-07 22:00,1.08943,1.08989,1.08929,1.08981
2026-01-07 23:00,1.08981,1.09011,1.08968,1.09
2026-01-08 00:00,1.09,1.09002,1.08994,1.08999
2026-01-08 01:00,1.08999,1.09009,1.08998,1.09008
2026-01-08 02:00,1.09008,1.0901,1.0898,1.08981
2026-01-08 03:00,1.08981,1.08984,1.08951,1.08954
2026-01-08 04:00,1.08954,1.08971,1.08948,1.08968
2026-01-08 05:00,1.08968,1.0897,1.08955,1.08957
2026-01-08 06:00,1.08957,1.08964,1.08919,1.08943
2026-01-08 07:00,1.08943,1.09003,1.08916,1.0899
2026-01-08 08:00,1.0899,1.0902,1.08987,1.08999
2026-01-08 09:00,1.08999,1.09044,1.08984,1.09033
2026-01-08 10:00,1.09033,1.09035,1.09019,1.09019
2026-01-08 11:00,1.09019,1.09048,1.08977,1.08983
2026-01-08 12:00,1.08983,1.08992,1.08929,1.08941
2026-01-08 13:00,1.08941,1.08958,1.08751,1.08843
2026-01-08 14:00,1.08843,1.08887,1.08839,1.0884
2026-01-08 15:00,1.0884,1.08847,1.0873,1.08758
2026-01-08 16:00,1.08758,1.08803,1.08709,1.08711
2026-01-08 17:00,1.08711,1.08712,1.08704,1.08705
2026-01-08 18:00,1.08705,1.08709,1.08674,1.08678
2026-01-08 19:00,1.08678,1.08727,1.08673,1.08725
2026-01-08 20:00,1.08725,1.08762,1.08717,1.0875
2026-01-08 21:00,1.0875,1.08823,1.08746,1.08817
2026-01-08 22:00,1.08817,1.08852,1.08817,1.08844
2026-01-08 23:00,1.08844,1.08894,1.08844,1.08892
2026-01-09 00:00,1.08892,1.08902,1.08891,1.08898
2026-01-09 01:00,1.08898,1.08906,1.08892,1.08904
2026-01-09 02:00,1.08904,1.08908,1.08899,1.08906
2026-01-09 03:00,1.08906,1.08909,1.08892,1.08895
2026-01-09 04:00,1.08895,1.08904,1.08893,1.089
2026-01-09 05:00,1.089,1.08901,1.08881,1.08885
2026-01-09 06:00,1.08885,1.08917,1.08876,1.08905
2026-01-09 07:00,1.08905,1.08952,1.08892,1.08916
2026-01-09 08:00,1.08916,1.08997,1.08902,1.08971
2026-01-09 09:00,1.08971,1.08979,1.08892,1.08921
2026-01-09 10:00,1.08921,1.08949,1.08905,1.08944
2026-01-09 11:00,1.08944,1.09001,1.08923,1.08987
2026-01-09 12:00,1.08987,1.09022,1.08944,1.08965
2026-01-09 13:00,1.08965,1.09021,1.08953,1.09006
2026-01-09 14:00,1.09006,1.09201,1.08986,1.09183
2026-01-09 15:00,1.09183,1.09226,1.09096,1.09097
2026-01-09 16:00,1.09097,1.09175,1.09095,1.09152
2026-01-09 17:00,1.09152,1.0917,1.09148,1.09169
2026-01-09 18:00,1.09169,1.0917,1.09157,1.0916
2026-01-09 19:00,1.0916,1.09166,1.09156,1.0916
2026-01-09 20:00,1.0916,1.09213,1.09152,1.09202
2026-01-09 21:00,1.09202,1.0921,1.09149,1.09154
2026-01-09 22:00,1.09154,1.09163,1.09107,1.09111
2026-01-09 23:00,1.09111,1.09122,1.09101,1.09121
2026-01-10 00:00,1.09121,1.09141,1.09116,1.09131
2026-01-10 01:00,1.09131,1.09132,1.09101,1.09107
2026-01-10 02:00,1.09107,1.09115,1.09079,1.09081
2026-01-10 03:00,1.09081,1.09083,1.09066,1.0907
2026-01-10 04:00,1.0907,1.09073,1.0906,1.09066
2026-01-10 05:00,1.09066,1.09081,1.09065,1.09079
2026-01-10 06:00,1.09079,1.09089,1.0905,1.09056
2026-01-10 07:00,1.09056,1.09104,1.09043,1.09103
2026-01-10 08:00,1.09103,1.09113,1.09001,1.09011
2026-01-10 09:00,1.09011,1.09052,1.08997,1.09039
2026-01-10 10:00,1.09039,1.09053,1.09006,1.09035
2026-01-10 11:00,1.09035,1.09082,1.09027,1.09076
2026-01-10 12:00,1.09076,1.09078,1.09038,1.09039
2026-01-10 13:00,1.09039,1.09045,1.08992,1.09006
2026-01-10 14:00,1.09006,1.09053,1.08964,1.09008
2026-01-10 15:00,1.09008,1.09012,1.08971,1.08996
2026-01-10 16:00,1.08996,1.09019,1.08923,1.08965
2026-01-10 17:00,1.08965,1.08979,1.08949,1.08967
2026-01-10 18:00,1.08967,1.08974,1.08962,1.08966
2026-01-10 19:00,1.08966,1.08976,1.0892,1.08933
2026-01-10 20:00,1.08933,1.08949,1.08869,1.08872
2026-01-10 21:00,1.08872,1.08881,1.08796,1.08801
2026-01-10 22:00,1.08801,1.0881,1.08731,1.08734
2026-01-10 23:00,1.08734,1.08798,1.08731,1.08786
2026-01-11 00:00,1.08786,1.08801,1.08784,1.08801
2026-01-11 01:00,1.08801,1.08817,1.08801,1.08812
2026-01-11 02:00,1.08812,1.08821,1.08811,1.08818
2026-01-11 03:00,1.08818,1.08821,1.08811,1.08812
2026-01-11 04:00,1.08812,1.08814,1.08803,1.08806
2026-01-11 05:00,1.08806,1.08816,1.08803,1.08814
2026-01-11 06:00,1.08814,1.08844,1.08812,1.08841
2026-01-11 07:00,1.08841,1.08849,1.08754,1.08783
2026-01-11 08:00,1.08783,1.0883,1.08684,1.08691
2026-01-11 09:00,1.08691,1.08695,1.0867,1.08672
2026-01-11 10:00,1.08672,1.08687,1.08617,1.08619
2026-01-11 11:00,1.08619,1.08641,1.08481,1.08485
2026-01-11 12:00,1.08485,1.08587,1.08472,1.08567
2026-01-11 13:00,1.08567,1.08599,1.08501,1.08551
2026-01-11 14:00,1.08551,1.08561,1.08512,1.08526
2026-01-11 15:00,1.08526,1.08553,1.08473,1.08493
2026-01-11 16:00,1.08493,1.08533,1.08237,1.08315
2026-01-11 17:00,1.08315,1.08322,1.08301,1.08315
2026-01-11 18:00,1.08315,1.08316,1.08285,1.08291
2026-01-11 19:00,1.08291,1.08324,1.08285,1.08317
2026-01-11 20:00,1.08317,1.08341,1.08316,1.08336
2026-01-11 21:00,1.08336,1.08407,1.08327,1.08398
2026-01-11 22:00,1.08398,1.08413,1.08373,1.08381
2026-01-11 23:00,1.08381,1.08391,1.08361,1.08367
2026-01-12 00:00,1.08367,1.08374,1.08359,1.08362
2026-01-12 01:00,1.08362,1.08365,1.08359,1.08365
2026-01-12 02:00,1.08365,1.08369,1.08364,1.08368
2026-01-12 03:00,1.08368,1.08398,1.08367,1.08396
2026-01-12 04:00,1.08396,1.0841,1.08393,1.08407
2026-01-12 05:00,1.08407,1.08409,1.08397,1.08397
2026-01-12 06:00,1.08397,1.08437,1.08389,1.08414
2026-01-12 07:00,1.08414,1.08415,1.08404,1.08414
2026-01-12 08:00,1.08414,1.08435,1.08391,1.0843
2026-01-12 09:00,1.0843,1.08489,1.08417,1.0848
2026-01-12 10:00,1.0848,1.08505,1.0848,1.08502
2026-01-12 11:00,1.08502,1.08519,1.08459,1.0846
2026-01-12 12:00,1.0846,1.08497,1.08452,1.08487
2026-01-12 13:00,1.08487,1.08552,1.08469,1.08527
2026-01-12 14:00,1.08527,1.08531,1.08462,1.08469
2026-01-12 15:00,1.08469,1.08501,1.08457,1.08492
2026-01-12 16:00,1.08492,1.08555,1.08486,1.08538
2026-01-12 17:00,1.08538,1.08547,1.08512,1.08517
2026-01-12 18:00,1.08517,1.08571,1.08516,1.08566
2026-01-12 19:00,1.08566,1.08582,1.08558,1.08559
2026-01-12 20:00,1.08559,1.08569,1.0855,1.08567
2026-01-12 21:00,1.08567,1.08568,1.08539,1.08549
2026-01-12 22:00,1.08549,1.08562,1.08542,1.08559
2026-01-12 23:00,1.08559,1.08568,1.08556,1.08565
2026-01-13 00:00,1.08565,1.0857,1.0855,1.08554
2026-01-13 01:00,1.08554,1.08554,1.08548,1.08549
2026-01-13 02:00,1.08549,1.08553,1.08523,1.08523
2026-01-13 03:00,1.08523,1.08544,1.08522,1.08543
2026-01-13 04:00,1.08543,1.08562,1.08539,1.08558
2026-01-13 05:00,1.08558,1.08568,1.08552,1.08566
2026-01-13 06:00,1.08566,1.08566,1.08524,1.08542
2026-01-13 07:00,1.08542,1.08563,1.08531,1.08548
2026-01-13 08:00,1.08548,1.08589,1.08541,1.08574
2026-01-13 09:00,1.08574,1.08609,1.08564,1.08601
2026-01-13 10:00,1.08601,1.08613,1.08579,1.08585
2026-01-13 11:00,1.08585,1.08655,1.08567,1.08626
2026-01-13 12:00,1.08626,1.08639,1.0862,1.08629
2026-01-13 13:00,1.08629,1.08656,1.08552,1.08567
2026-01-13 14:00,1.08567,1.08577,1.08536,1.08538
2026-01-13 15:00,1.08538,1.08662,1.08535,1.08615
2026-01-13 16:00,1.08615,1.08647,1.08604,1.08641
2026-01-13 17:00,1.08641,1.0865,1.08632,1.08636
2026-01-13 18:00,1.08636,1.08646,1.08568,1.08568
2026-01-13 19:00,1.08568,1.08596,1.08561,1.08581
2026-01-13 20:00,1.08581,1.08588,1.08565,1.08576
2026-01-13 21:00,1.08576,1.08592,1.08537,1.08546
2026-01-13 22:00,1.08546,1.08559,1.08486,1.08499
2026-01-13 23:00,1.08499,1.0851,1.0849,1.08492
2026-01-14 00:00,1.08492,1.08498,1.08482,1.08489
2026-01-14 01:00,1.08489,1.0849,1.08485,1.08487
2026-01-14 02:00,1.08487,1.08492,1.08482,1.08483
2026-01-14 03:00,1.08483,1.08485,1.08479,1.08479
2026-01-14 04:00,1.08479,1.08483,1.08479,1.0848
2026-01-14 05:00,1.0848,1.08482,1.08476,1.08479
2026-01-14 06:00,1.08479,1.08484,1.08469,1.08474
2026-01-14 07:00,1.08474,1.08532,1.0847,1.08524
2026-01-14 08:00,1.08524,1.08557,1.08502,1.08549
2026-01-14 09:00,1.08549,1.08561,1.08497,1.08506
2026-01-14 10:00,1.08506,1.08537,1.085,1.08515
2026-01-14 11:00,1.08515,1.08523,1.0849,1.08516
2026-01-14 12:00,1.08516,1.08539,1.08513,1.08522
2026-01-14 13:00,1.08522,1.08601,1.0852,1.08576
2026-01-14 14:00,1.08576,1.08617,1.08489,1.08507
2026-01-14 15:00,1.08507,1.08548,1.08467,1.08487
2026-01-14 16:00,1.08487,1.08566,1.08487,1.08524
2026-01-14 17:00,1.08524,1.08528,1.0852,1.08521
2026-01-14 18:00,1.08521,1.08528,1.08507,1.08521
2026-01-14 19:00,1.08521,1.08545,1.08511,1.0854
2026-01-14 20:00,1.0854,1.0854,1.0853,1.0854
2026-01-14 21:00,1.0854,1.08549,1.08515,1.08523
2026-01-14 22:00,1.08523,1.08575,1.08519,1.0857
2026-01-14 23:00,1.0857,1.08577,1.08541,1.08546
2026-01-15 00:00,1.08546,1.08549,1.08535,1.08538
2026-01-15 01:00,1.08538,1.0856,1.08536,1.08556
2026-01-15 02:00,1.08556,1.08568,1.08556,1.08558
2026-01-15 03:00,1.08558,1.08559,1.08552,1.08554
2026-01-15 04:00,1.08554,1.08557,1.08541,1.08541
2026-01-15 05:00,1.08541,1.08554,1.08539,1.08553
2026-01-15 06:00,1.08553,1.08553,1.08497,1.08515
2026-01-15 07:00,1.08515,1.08527,1.08444,1.08444
2026-01-15 08:00,1.08444,1.08452,1.08441,1.08442
2026-01-15 09:00,1.08442,1.08457,1.08431,1.08444
2026-01-15 10:00,1.08444,1.08491,1.08443,1.08473
2026-01-15 11:00,1.08473,1.08521,1.08451,1.08518
2026-01-15 12:00,1.08518,1.08531,1.08487,1.08502
2026-01-15 13:00,1.08502,1.08604,1.08447,1.0857
2026-01-15 14:00,1.0857,1.08636,1.08522,1.08624
2026-01-15 15:00,1.08624,1.08753,1.086,1.08752
2026-01-15 16:00,1.08752,1.08757,1.087,1.08727
2026-01-15 17:00,1.08727,1.08793,1.08719,1.08785
2026-01-15 18:00,1.08785,1.08801,1.0873,1.08744
2026-01-15 19:00,1.08744,1.0876,1.08724,1.0876
2026-01-15 20:00,1.0876,1.08782,1.08758,1.08767
2026-01-15 21:00,1.08767,1.08776,1.08734,1.08738
2026-01-15 22:00,1.08738,1.08738,1.08707,1.0871
2026-01-15 23:00,1.0871,1.08711,1.08699,1.08704
2026-01-16 00:00,1.08704,1.08707,1.0868,1.08686
2026-01-16 01:00,1.08686,1.08689,1.08685,1.08687
2026-01-16 02:00,1.08687,1.0869,1.08679,1.08686
2026-01-16 03:00,1.08686,1.08724,1.08682,1.08723
2026-01-16 04:00,1.08723,1.08729,1.0872,1.08725
2026-01-16 05:00,1.08725,1.08733,1.08722,1.08729
2026-01-16 06:00,1.08729,1.08735,1.08708,1.08709
2026-01-16 07:00,1.08709,1.08712,1.08696,1.08706
2026-01-16 08:00,1.08706,1.08724,1.08699,1.08716
2026-01-16 09:00,1.08716,1.08741,1.08709,1.08735
2026-01-16 10:00,1.08735,1.08744,1.087,1.08709
2026-01-16 11:00,1.08709,1.08712,1.08699,1.08706
2026-01-16 12:00,1.08706,1.08769,1.08685,1.08764
2026-01-16 13:00,1.08764,1.08909,1.08752,1.08858
2026-01-16 14:00,1.08858,1.0893,1.08833,1.08885
2026-01-16 15:00,1.08885,1.089,1.08829,1.08899
2026-01-16 16:00,1.08899,1.08925,1.08816,1.08818
2026-01-16 17:00,1.08818,1.08855,1.08803,1.08853
2026-01-16 18:00,1.08853,1.08853,1.08843,1.08851
2026-01-16 19:00,1.08851,1.08892,1.08843,1.08877
2026-01-16 20:00,1.08877,1.0889,1.08831,1.0884
2026-01-16 21:00,1.0884,1.0884,1.08821,1.08828
2026-01-16 22:00,1.08828,1.08837,1.08794,1.08802
2026-01-16 23:00,1.08802,1.08814,1.08791,1.08806
2026-01-17 00:00,1.08806,1.08823,1.08803,1.08822
2026-01-17 01:00,1.08822,1.08822,1.08805,1.08809
2026-01-17 02:00,1.08809,1.08813,1.08788,1.08794
2026-01-17 03:00,1.08794,1.08805,1.08791,1.08793
2026-01-17 04:00,1.08793,1.08814,1.08792,1.08811
2026-01-17 05:00,1.08811,1.08817,1.08797,1.08803
2026-01-17 06:00,1.08803,1.08828,1.088,1.08807
2026-01-17 07:00,1.08807,1.08837,1.08804,1.08832
2026-01-17 08:00,1.08832,1.0891,1.08831,1.08901
2026-01-17 09:00,1.08901,1.09,1.08895,1.08954
2026-01-17 10:00,1.08954,1.08994,1.08946,1.08987
2026-01-17 11:00,1.08987,1.08992,1.08919,1.0892
2026-01-17 12:00,1.0892,1.08944,1.08894,1.08943
2026-01-17 13:00,1.08943,1.08958,1.08881,1.08905
2026-01-17 14:00,1.08905,1.08923,1.08732,1.0874
2026-01-17 15:00,1.0874,1.0889,1.08719,1.08871
2026-01-17 16:00,1.08871,1.08895,1.08776,1.088
2026-01-17 17:00,1.088,1.08805,1.08781,1.08789
2026-01-17 18:00,1.08789,1.08792,1.08786,1.08787
2026-01-17 19:00,1.08787,1.08823,1.08776,1.08808
2026-01-17 20:00,1.08808,1.08808,1.08776,1.08794
2026-01-17 21:00,1.08794,1.08806,1.08769,1.08774
2026-01-17 22:00,1.08774,1.08813,1.08771,1.08794
2026-01-17 23:00,1.08794,1.08807,1.0878,1.088
2026-01-18 00:00,1.088,1.08804,1.08799,1.08804
2026-01-18 01:00,1.08804,1.08808,1.08785,1.08788
2026-01-18 02:00,1.08788,1.08795,1.08786,1.08795
2026-01-18 03:00,1.08795,1.088,1.08789,1.0879
2026-01-18 04:00,1.0879,1.08808,1.0878,1.08807
2026-01-18 05:00,1.08807,1.08815,1.08795,1.08796
2026-01-18 06:00,1.08796,1.08812,1.08786,1.08787
2026-01-18 07:00,1.08787,1.08874,1.08786,1.08856
2026-01-18 08:00,1.08856,1.08859,1.08826,1.08838
2026-01-18 09:00,1.08838,1.08916,1.08828,1.08897
2026-01-18 10:00,1.08897,1.08931,1.08875,1.08879
2026-01-18 11:00,1.08879,1.0888,1.08818,1.08835
2026-01-18 12:00,1.08835,1.08897,1.08823,1.08889
2026-01-18 13:00,1.08889,1.08964,1.08852,1.08941
2026-01-18 14:00,1.08941,1.08949,1.08816,1.08848
2026-01-18 15:00,1.08848,1.08864,1.08759,1.0876
2026-01-18 16:00,1.0876,1.08966,1.08739,1.08935
2026-01-18 17:00,1.08935,1.08936,1.0892,1.08922
2026-01-18 18:00,1.08922,1.0899,1.08922,1.08944
2026-01-18 19:00,1.08944,1.08945,1.08924,1.08932
2026-01-18 20:00,1.08932,1.08962,1.08931,1.08947
2026-01-18 21:00,1.08947,1.08971,1.08939,1.08964
2026-01-18 22:00,1.08964,1.09004,1.08962,1.08998
2026-01-18 23:00,1.08998,1.09002,1.08969,1.08978
2026-01-19 00:00,1.08978,1.09005,1.08974,1.08999
2026-01-19 01:00,1.08999,1.09004,1.08994,1.09001
2026-01-19 02:00,1.09001,1.0902,1.0899,1.0902
2026-01-19 03:00,1.0902,1.09022,1.09013,1.09016
2026-01-19 04:00,1.09016,1.09021,1.09009,1.09012
2026-01-19 05:00,1.09012,1.09017,1.09009,1.09012
2026-01-19 06:00,1.09012,1.09036,1.09003,1.09033
2026-01-19 07:00,1.09033,1.09037,1.0897,1.08978
2026-01-19 08:00,1.08978,1.08981,1.08965,1.08972
2026-01-19 09:00,1.08972,1.09001,1.08971,1.08989
2026-01-19 10:00,1.08989,1.09015,1.08913,1.08929
2026-01-19 11:00,1.08929,1.08969,1.08919,1.08963
2026-01-19 12:00,1.08963,1.08998,1.08951,1.08997
2026-01-19 13:00,1.08997,1.09133,1.08966,1.09091
2026-01-19 14:00,1.09091,1.09106,1.09009,1.09009
2026-01-19 15:00,1.09009,1.09037,1.08906,1.0892
2026-01-19 16:00,1.0892,1.08979,1.08891,1.08974
2026-01-19 17:00,1.08974,1.08984,1.08951,1.08955
2026-01-19 18:00,1.08955,1.08956,1.08954,1.08955
2026-01-19 19:00,1.08955,1.08986,1.08946,1.08977
2026-01-19 20:00,1.08977,1.08987,1.08949,1.08954
2026-01-19 21:00,1.08954,1.08968,1.08928,1.08935
2026-01-19 22:00,1.08935,1.08963,1.08927,1.08956
2026-01-19 23:00,1.08956,1.08976,1.08955,1.08968
2026-01-20 00:00,1.08968,1.08974,1.08963,1.08973
2026-01-20 01:00,1.08973,1.08975,1.08953,1.08954
2026-01-20 02:00,1.08954,1.08958,1.08943,1.08954
2026-01-20 03:00,1.08954,1.08968,1.08946,1.08967
2026-01-20 04:00,1.08967,1.08976,1.08962,1.0897
2026-01-20 05:00,1.0897,1.08973,1.08958,1.08963
2026-01-20 06:00,1.08963,1.08997,1.0895,1.08989
2026-01-20 07:00,1.08989,1.08999,1.08898,1.08917
2026-01-20 08:00,1.08917,1.08977,1.08894,1.08897
2026-01-20 09:00,1.08897,1.08929,1.08861,1.08865
2026-01-20 10:00,1.08865,1.08878,1.08855,1.08875
2026-01-20 11:00,1.08875,1.08928,1.08861,1.08921
2026-01-20 12:00,1.08921,1.08939,1.08878,1.08882
2026-01-20 13:00,1.08882,1.08891,1.08847,1.08861
2026-01-20 14:00,1.08861,1.08937,1.08848,1.08914
2026-01-20 15:00,1.08914,1.08974,1.08858,1.08963
2026-01-20 16:00,1.08963,1.08979,1.0891,1.08968
2026-01-20 17:00,1.08968,1.08996,1.08964,1.08994
2026-01-20 18:00,1.08994,1.09002,1.08953,1.08964
2026-01-20 19:00,1.08964,1.08972,1.08961,1.08962
2026-01-20 20:00,1.08962,1.08963,1.08948,1.08955
2026-01-20 21:00,1.08955,1.08984,1.08935,1.08968
2026-01-20 22:00,1.08968,1.08979,1.08946,1.08952
2026-01-20 23:00,1.08952,1.08971,1.08952,1.08969
2026-01-21 00:00,1.08969,1.08982,1.08966,1.08979
2026-01-21 01:00,1.08979,1.08993,1.08975,1.08984
2026-01-21 02:00,1.08984,1.08985,1.08975,1.08976
2026-01-21 03:00,1.08976,1.08984,1.08976,1.08984
2026-01-21 04:00,1.08984,1.08993,1.08975,1.08975
2026-01-21 05:00,1.08975,1.08977,1.08964,1.08965
2026-01-21 06:00,1.08965,1.08968,1.08943,1.08954
2026-01-21 07:00,1.08954,1.08955,1.08872,1.08878
2026-01-21 08:00,1.08878,1.08928,1.08863,1.08926
2026-01-21 09:00,1.08926,1.08957,1.08905,1.08942
2026-01-21 10:00,1.08942,1.0898,1.08921,1.08965
2026-01-21 11:00,1.08965,1.08999,1.08962,1.08977
2026-01-21 12:00,1.08977,1.08984,1.08958,1.08974
2026-01-21 13:00,1.08974,1.09061,1.0895,1.09031
2026-01-21 14:00,1.09031,1.0909,1.09029,1.09062
2026-01-21 15:00,1.09062,1.09096,1.09036,1.09075
2026-01-21 16:00,1.09075,1.09145,1.0906,1.09062
2026-01-21 17:00,1.09062,1.09075,1.09015,1.09027
2026-01-21 18:00,1.09027,1.09076,1.09009,1.09075
2026-01-21 19:00,1.09075,1.09076,1.09055,1.0906
2026-01-21 20:00,1.0906,1.09061,1.09048,1.09051
2026-01-21 21:00,1.09051,1.09068,1.09045,1.09068
2026-01-21 22:00,1.09068,1.09078,1.09035,1.09041
2026-01-21 23:00,1.09041,1.09067,1.0903,1.09066
2026-01-22 00:00,1.09066,1.09085,1.09065,1.09076
2026-01-22 01:00,1.09076,1.09089,1.09075,1.09087
2026-01-22 02:00,1.09087,1.09093,1.09086,1.09092
2026-01-22 03:00,1.09092,1.09092,1.09085,1.09091
2026-01-22 04:00,1.09091,1.09112,1.09089,1.09112
2026-01-22 05:00,1.09112,1.09129,1.0911,1.09127
2026-01-22 06:00,1.09127,1.09209,1.09125,1.09201
2026-01-22 07:00,1.09201,1.09211,1.09172,1.0918
2026-01-22 08:00,1.0918,1.09272,1.09163,1.09266
2026-01-22 09:00,1.09266,1.09302,1.09265,1.09289
2026-01-22 10:00,1.09289,1.09306,1.09252,1.09257
2026-01-22 11:00,1.09257,1.09343,1.0925,1.09317
2026-01-22 12:00,1.09317,1.0933,1.09285,1.09316
2026-01-22 13:00,1.09316,1.09355,1.0925,1.09269
2026-01-22 14:00,1.09269,1.09355,1.09267,1.0934
2026-01-22 15:00,1.0934,1.09348,1.09287,1.09297
2026-01-22 16:00,1.09297,1.09331,1.0929,1.09312
2026-01-22 17:00,1.09312,1.09319,1.09276,1.09297
2026-01-22 18:00,1.09297,1.09298,1.0927,1.09281
2026-01-22 19:00,1.09281,1.09282,1.09266,1.09267
2026-01-22 20:00,1.09267,1.09269,1.09266,1.09268
2026-01-22 21:00,1.09268,1.09287,1.0926,1.09266
2026-01-22 22:00,1.09266,1.09281,1.09253,1.09278
2026-01-22 23:00,1.09278,1.09349,1.09276,1.0934
2026-01-23 00:00,1.0934,1.09344,1.09327,1.09329
2026-01-23 01:00,1.09329,1.09329,1.09308,1.09318
2026-01-23 02:00,1.09318,1.09326,1.09295,1.09297
2026-01-23 03:00,1.09297,1.09303,1.09285,1.09298
2026-01-23 04:00,1.09298,1.09303,1.09279,1.09281
2026-01-23 05:00,1.09281,1.09297,1.09281,1.09291
2026-01-23 06:00,1.09291,1.09308,1.09288,1.09304
2026-01-23 07:00,1.09304,1.09334,1.09299,1.09325
2026-01-23 08:00,1.09325,1.0933,1.09235,1.09257
2026-01-23 09:00,1.09257,1.09271,1.09241,1.09241
2026-01-23 10:00,1.09241,1.09339,1.09224,1.09321
2026-01-23 11:00,1.09321,1.09347,1.09315,1.09334
2026-01-23 12:00,1.09334,1.09349,1.09296,1.09308
2026-01-23 13:00,1.09308,1.09359,1.09286,1.0934
